LOAN_NO,MEMBER_NAME,MOBILE_NUMBER,STATE,DISTRICT,RURAL_URBAN,PRODUCT,DISBURSEMENT_DATE,TENURE,TOTAL_INSTAL,PRINCIPAL_TOTAL,OUTSTANDING_PRINCIPAL,PRIN_COLLECTED,INT_COLLECTED,LAST_EMI,TOTAL_ARREAR,Total_EMI_Paid_Count,LAST_COLL_DATE,LAST_COLL_AMOUNT,OD_DAYS,OD_BUCKET,STATUS,TOTAL_INCOME,TOTAL_EXPENSE,FOIR,AGE,CYCLE,PAID_WITHIN_30D,AMOUNT_PAID_30D
LN1000104,Anita Bai,6833017418,Rajasthan,Ajmer,RURAL,JLG,2022-03-26,24,24,75000.00,3125.00,71875.00,12938.00,4625.00,4625.00,23,2024-03-13,4625.00,10,0-30,Active,39202,19692,0.6203,46,1,1,4625.00
LN1000105,Radha Khatun,8232032496,Maharashtra,Solapur,RURAL,JLG,2022-07-05,24,24,40000.00,11667.00,28333.00,5100.00,2467.00,9868.00,17,2023-11-17,2467.00,112,91-180,Active,27371,23188,0.9373,50,2,1,2467.00
LN1000106,Rekha Devi,9208969644,West Bengal,Malda,URBAN,Agriculture Allied,2022-10-08,24,24,25000.00,9375.00,15625.00,2813.00,1542.00,4626.00,15,2023-12-23,1542.00,87,61-90,Active,43866,20067,0.4926,33,4,1,1542.00
LN1000107,Santosh Begum,6643249758,Bihar,Patna,RURAL,Agriculture Allied,2022-08-09,18,18,25000.00,6944.00,18056.00,3250.00,1889.00,9445.00,13,2023-10-16,1889.00,146,91-180,NPA,45552,35094,0.8119,56,5,1,1889.00
LN1000108,Ramesh Patel,8807461189,Rajasthan,Jaipur,RURAL,Individual Loan,2023-09-03,36,36,40000.00,36667.00,3333.00,600.00,1911.00,7644.00,3,2023-12-10,1911.00,103,91-180,Active,31389,19733,0.6895,48,3,0,0.00
LN1000109,Mamta Mondal,7785478518,Madhya Pradesh,Jabalpur,RURAL,Individual Loan,2023-09-25,12,12,100000.00,100000.00,0.00,0.00,10333.00,61998.00,0,2023-09-23,10333.00,174,91-180,Active,31537,22206,1.0318,40,2,0,0.00
LN1000110,Suresh Sharma,8767635846,Madhya Pradesh,Gwalior,RURAL,Micro-Enterprise,2023-01-20,18,18,25000.00,6944.00,18056.00,3250.00,1889.00,1889.00,13,2024-02-22,1889.00,29,0-30,Active,59414,29535,0.5289,30,5,1,1889.00
LN1000111,Meena Khatun,7659922864,Tamil Nadu,Tiruchirappalli,RURAL,Individual Loan,2023-10-26,36,36,25000.00,23611.00,1389.00,250.00,1194.00,3582.00,2,2024-01-07,1194.00,73,61-90,Active,20876,10233,0.5474,34,3,0,0.00
LN1000112,Sunita Das,7497211507,Madhya Pradesh,Gwalior,URBAN,JLG,2023-10-19,36,36,40000.00,35556.00,4444.00,800.00,1911.00,1911.00,4,2024-02-14,1911.00,24,0-30,Active,59780,40849,0.7153,55,3,1,2534.00
LN1000113,Anil Kumari,6563658810,Maharashtra,Nashik,URBAN,Agriculture Allied,2023-12-04,12,12,60000.00,50000.00,10000.00,1800.00,6200.00,6200.00,2,2024-03-03,6200.00,12,0-30,Active,45355,24825,0.6840,34,5,1,10247.00
LN1000114,Mukesh Mondal,7820372831,Maharashtra,Nashik,URBAN,Agriculture Allied,2022-10-22,24,24,75000.00,28125.00,46875.00,8438.00,4625.00,9250.00,15,2024-01-27,4625.00,42,31-60,Active,35256,25631,0.8582,33,2,1,4625.00
LN1000115,Urmila Singh,6958325346,Madhya Pradesh,Jabalpur,RURAL,JLG,2021-07-20,36,36,40000.00,7778.00,32222.00,5800.00,1911.00,5733.00,29,2023-12-10,1911.00,89,61-90,Active,44438,24132,0.5861,32,3,1,3667.00
LN1000116,Anita Verma,9825937289,Bihar,Bhagalpur,RURAL,Individual Loan,2023-08-26,18,18,100000.00,100000.00,0.00,0.00,7556.00,98228.00,0,2023-02-26,7556.00,385,360+,Active,53133,25800,0.6278,32,4,1,7556.00
LN1000117,Rani Bai,7269874435,Bihar,Patna,RURAL,Agriculture Allied,2022-04-30,36,36,30000.00,20833.00,9167.00,1650.00,1433.00,17196.00,11,2023-03-21,1433.00,352,181-360,Active,25202,16637,0.7170,57,2,0,0.00
LN1000118,Suresh Kaur,8920641663,Tamil Nadu,Madurai,RURAL,Agriculture Allied,2023-02-11,12,12,75000.00,12500.00,62500.00,11250.00,7750.00,15500.00,10,2024-02-17,7750.00,33,31-60,Active,48895,27997,0.7311,35,2,1,7750.00
LN1000119,Sarita Paswan,6295011921,Maharashtra,Aurangabad,URBAN,Micro-Enterprise,2022-09-19,18,18,75000.00,4167.00,70833.00,12750.00,5667.00,5667.00,17,2024-03-02,5667.00,8,0-30,Active,30654,17846,0.7670,34,2,1,2922.00
LN1000120,Mukesh Gupta,8649770672,Uttar Pradesh,Gorakhpur,URBAN,Individual Loan,2022-10-14,36,36,75000.00,43750.00,31250.00,5625.00,3583.00,7166.00,15,2024-01-20,3583.00,53,31-60,Active,35329,20839,0.6913,41,3,1,3583.00
LN1000121,Kavita Roy,7278191890,Uttar Pradesh,Varanasi,URBAN,JLG,2021-12-04,36,36,100000.00,44444.00,55556.00,10000.00,4778.00,38224.00,20,2023-07-24,4778.00,238,181-360,Active,17031,8039,0.7526,39,2,0,0.00
LN1000122,Anil Manjhi,8382113142,Rajasthan,Jodhpur,RURAL,JLG,2023-03-21,12,12,100000.00,16667.00,83333.00,15000.00,10333.00,20666.00,10,2024-01-10,10333.00,60,31-60,Active,47518,40339,1.0664,24,4,1,10333.00
LN1000123,Santosh Paswan,7677219116,West Bengal,Hooghly,RURAL,Agriculture Allied,2023-07-11,18,18,40000.00,31111.00,8889.00,1600.00,3022.00,12088.00,4,2023-11-24,3022.00,118,91-180,Active,25366,13614,0.6558,26,1,1,3022.00
LN1000124,Manju Das,8473385718,Tamil Nadu,Tirunelveli,RURAL,Individual Loan,2023-05-18,18,18,25000.00,15278.00,9722.00,1750.00,1889.00,5667.00,7,2024-01-12,1889.00,73,61-90,Active,17889,14451,0.9134,53,2,0,0.00
LN1000125,Mamta Kaur,6475435647,Maharashtra,Solapur,RURAL,Individual Loan,2023-04-05,36,36,30000.00,22500.00,7500.00,1350.00,1433.00,4299.00,9,2023-12-26,1433.00,84,61-90,Active,31351,17787,0.6131,37,5,1,1433.00
LN1000126,Rekha Das,6748699237,Tamil Nadu,Tiruchirappalli,RURAL,Individual Loan,2023-02-27,12,12,25000.00,18750.00,6250.00,1125.00,2583.00,23247.00,3,2023-07-04,2583.00,261,181-360,Write-Off,34563,22188,0.7167,54,4,0,0.00
LN1000127,Anita Pandey,6968627754,West Bengal,Murshidabad,RURAL,Agriculture Allied,2022-06-09,24,24,100000.00,20833.00,79167.00,14250.00,6167.00,18501.00,19,2024-01-07,6167.00,79,61-90,Active,51361,22852,0.5650,44,2,1,6167.00
LN1000128,Shanti Patel,7220045573,Rajasthan,Ajmer,RURAL,Individual Loan,2023-03-31,18,18,25000.00,12500.00,12500.00,2250.00,1889.00,5667.00,9,2023-12-20,1889.00,87,61-90,Active,56833,41462,0.7628,56,4,1,1889.00
LN1000129,Urmila Begum,6562763635,Rajasthan,Jodhpur,RURAL,Individual Loan,2023-06-06,24,24,25000.00,25000.00,0.00,0.00,1542.00,23130.00,0,2023-01-16,1542.00,426,360+,Write-Off,41606,28698,0.7268,46,2,0,0.00
LN1000130,Manoj Bai,8502108226,West Bengal,North 24 Parganas,RURAL,Individual Loan,2022-12-23,24,24,60000.00,30000.00,30000.00,5400.00,3700.00,11100.00,12,2024-01-16,3700.00,66,61-90,Active,62487,51702,0.8866,43,3,1,3700.00
LN1000131,Lalita Gupta,7317334738,Uttar Pradesh,Prayagraj,RURAL,Micro-Enterprise,2023-01-20,24,24,40000.00,18333.00,21667.00,3900.00,2467.00,2467.00,13,2024-03-10,2467.00,16,0-30,Active,36660,15593,0.4926,39,4,1,1076.00
LN1000132,Lalita Devi,7952631194,Rajasthan,Kota,URBAN,Agriculture Allied,2022-03-17,24,24,30000.00,3750.00,26250.00,4725.00,1850.00,5550.00,21,2024-01-11,1850.00,67,61-90,Active,31831,23005,0.7808,21,3,1,1135.00
LN1000133,Mamta Devi,9896904507,Uttar Pradesh,Azamgarh,RURAL,Agriculture Allied,2023-02-12,36,36,40000.00,28889.00,11111.00,2000.00,1911.00,5733.00,10,2024-01-01,1911.00,69,61-90,Active,55723,46136,0.8622,32,4,1,1911.00
LN1000134,Sarita Patel,8438989707,Rajasthan,Bikaner,RURAL,Individual Loan,2021-04-08,36,36,40000.00,2222.00,37778.00,6800.00,1911.00,3822.00,34,2024-02-03,1911.00,38,31-60,Active,25142,12393,0.5689,56,2,1,1911.00
LN1000135,Sita Yadav,7641316035,West Bengal,North 24 Parganas,RURAL,Agriculture Allied,2023-11-20,36,36,30000.00,30000.00,0.00,0.00,1433.00,7165.00,0,2023-11-03,1433.00,134,91-180,Active,56003,37588,0.6968,42,4,1,1433.00
LN1000136,Manoj Begum,6720485557,Odisha,Ganjam,RURAL,Micro-Enterprise,2023-05-27,12,12,100000.00,25000.00,75000.00,13500.00,10333.00,10333.00,9,2024-02-11,10333.00,28,0-30,Active,60623,50547,1.0042,42,1,1,10333.00
LN1000137,Ramesh Gupta,9370247958,Bihar,Patna,RURAL,Individual Loan,2023-02-07,12,12,100000.00,25000.00,75000.00,13500.00,10333.00,30999.00,9,2023-12-30,,85,61-90,Active,60878,44997,0.9089,26,4,0,0.00
LN1000138,Sunita Verma,8438653204,Odisha,Puri,RURAL,Agriculture Allied,2023-09-28,12,12,40000.00,23333.00,16667.00,3000.00,4133.00,4133.00,5,2024-03-23,4133.00,3,0-30,Active,48218,39486,0.9046,54,5,1,3429.00
LN1000139,Sunil Manjhi,7614179703,Rajasthan,Jodhpur,URBAN,Individual Loan,2023-11-18,36,36,100000.00,91667.00,8333.00,1500.00,4778.00,4778.00,3,2024-02-15,4778.00,27,0-30,Active,15639,7274,0.7706,45,4,1,4778.00
LN1000140,Meena Verma,8231811777,Madhya Pradesh,Ujjain,URBAN,Individual Loan,2023-12-04,18,18,30000.00,26667.00,3333.00,600.00,2267.00,2267.00,2,2024-03-17,2267.00,4,0-30,Active,62836,44227,0.7399,54,4,1,2267.00
LN1000141,Sunil Kumari,8923604697,Maharashtra,Nashik,RURAL,Individual Loan,2023-08-28,12,12,75000.00,37500.00,37500.00,6750.00,7750.00,7750.00,6,2024-02-29,7750.00,7,0-30,Active,47043,29168,0.7848,43,4,1,10633.00
LN1000142,Lalita Pandey,6381353980,Uttar Pradesh,Prayagraj,RURAL,Agriculture Allied,2023-07-22,18,18,30000.00,30000.00,0.00,0.00,2267.00,18136.00,0,2023-08-03,2267.00,233,181-360,NPA,17436,8016,0.5898,51,2,0,0.00
LN1000143,Sunita Manjhi,7394772268,Tamil Nadu,Tiruchirappalli,RURAL,Individual Loan,2022-04-30,24,24,75000.00,6250.00,68750.00,12375.00,4625.00,4625.00,22,2024-03-03,4625.00,9,0-30,Active,25446,16699,0.8380,54,4,1,4625.00
LN1000144,Lalita Yadav,83176309,Maharashtra,Nagpur,RURAL,JLG,2022-05-21,36,36,40000.00,16667.00,23333.00,4200.00,1911.00,1911.00,21,2024-03-11,1911.00,4,0-30,Active,62388,51543,0.8568,51,1,1,1911.00
LN1000145,Geeta Mahto,8403193672,Tamil Nadu,Tirunelveli,RURAL,Agriculture Allied,2023-08-02,36,36,60000.00,56667.00,3333.00,600.00,2867.00,17202.00,2,2023-10-13,2867.00,162,91-180,Active,61882,49437,0.8452,57,2,0,0.00
LN1000146,Kiran Kaur,6918572608,Odisha,Ganjam,RURAL,Agriculture Allied,2023-08-16,12,12,75000.00,75000.00,0.00,0.00,7750.00,116250.00,0,2023-01-05,7750.00,431,360+,Write-Off,21799,15275,1.0562,47,2,0,0.00
LN1000147,Guddi Sharma,9347867169,Odisha,Cuttack,RURAL,Individual Loan,2023-03-16,18,18,50000.00,22222.00,27778.00,5000.00,3778.00,7556.00,10,2024-01-25,3778.00,54,31-60,Active,62596,50572,0.8683,35,5,1,3778.00
LN1000148,Vijay Gupta,6934557200,Uttar Pradesh,Kanpur,URBAN,Agriculture Allied,2022-08-02,24,24,100000.00,20833.00,79167.00,14250.00,6167.00,6167.00,19,2024-03-11,6167.00,6,0-30,Active,56139,40310,0.8279,39,4,1,6167.00
LN1000149,Guddi Kaur,9186562848,Maharashtra,Amravati,RURAL,Agriculture Allied,2022-12-23,24,24,25000.00,10417.00,14583.00,2625.00,1542.00,1542.00,14,2024-02-20,1542.00,23,0-30,Active,62697,34058,0.5678,30,4,1,1542.00
LN1000150,Pooja Sharma,7450013162,Rajasthan,Bikaner,RURAL,Individual Loan,2023-05-24,12,12,50000.00,50000.00,0.00,0.00,5167.00,87839.00,0,2022-11-27,5167.00,484,360+,Active,25281,16718,0.8657,36,1,0,0.00
LN1000151,Shanti Patel,072-3285806,Maharashtra,Nagpur,URBAN,JLG,2023-05-11,18,18,75000.00,41667.00,33333.00,6000.00,5667.00,11334.00,8,2024-02-12,5667.00,34,31-60,Active,64877,55047,0.9358,24,4,0,0.00
LN1000152,Meena Tiwari,7932542299,Uttar Pradesh,Lucknow,RURAL,Micro-Enterprise,2022-02-21,24,24,30000.00,10000.00,20000.00,3600.00,1850.00,14800.00,16,2023-07-27,1850.00,236,181-360,Write-Off,36597,26803,0.7829,44,3,0,0.00
LN1000153,Manoj Gupta,9752292967,Maharashtra,Nagpur,RURAL,Agriculture Allied,2023-04-01,18,18,100000.00,61111.00,38889.00,7000.00,7556.00,37780.00,7,2023-11-07,7556.00,126,91-180,NPA,46398,22837,0.6550,34,4,1,7556.00
LN1000154,Manju Khatun,6642607632,West Bengal,Murshidabad,RURAL,Individual Loan,2023-04-30,18,18,30000.00,15000.00,15000.00,2700.00,2267.00,4534.00,9,2024-01-21,2267.00,45,31-60,Active,30210,17488,0.6539,35,3,1,2267.00
LN1000155,Kiran Yadav,7187090312,Uttar Pradesh,Azamgarh,URBAN,Individual Loan,2023-06-29,12,12,100000.00,58333.00,41667.00,7500.00,10333.00,41332.00,5,2023-12-06,10333.00,92,91-180,Active,17212,7710,1.0483,58,5,1,10333.00
LN1000156,Guddi Kaur,6888756541,Odisha,Balasore,RURAL,Micro-Enterprise,2023-06-21,18,18,25000.00,15278.00,9722.00,1750.00,1889.00,3778.00,7,2024-02-08,1889.00,32,31-60,Active,38400,21179,0.6007,39,1,1,1889.00
LN1000157,Shanti Pandey,6173142675,Odisha,Ganjam,URBAN,Micro-Enterprise,2023-08-09,18,18,25000.00,19444.00,5556.00,1000.00,1889.00,5667.00,4,2023-12-27,1889.00,84,61-90,Active,21182,11122,0.6142,47,4,1,1889.00
LN1000158,Geeta Mondal,9677504727,Odisha,Balasore,URBAN,Micro-Enterprise,2023-05-27,12,12,50000.00,16667.00,33333.00,6000.00,5167.00,10334.00,8,2024-02-10,5167.00,42,31-60,Active,60451,46307,0.8515,34,3,1,5167.00
LN1000159,Meena Kaur,9999999999,Rajasthan,Jodhpur,RURAL,Individual Loan,2023-05-10,12,12,75000.00,18750.00,56250.00,10125.00,7750.00,7750.00,9,2024-03-15,7750.00,3,0-30,Active,62963,44672,0.8326,33,4,1,7750.00
LN1000160,Sangeeta Patel,7266556638,Madhya Pradesh,Ujjain,RURAL,Individual Loan,2023-11-18,18,18,25000.00,22222.00,2778.00,500.00,1889.00,3778.00,2,2024-01-31,1889.00,38,31-60,Active,41959,33974,0.8547,40,5,1,2523.00
LN1000161,Vijay Tiwari,6294297715,Rajasthan,Bikaner,RURAL,Micro-Enterprise,2022-10-21,24,24,50000.00,16667.00,33333.00,6000.00,3083.00,3083.00,16,2024-03-20,3083.00,6,0-30,Active,27624,21697,0.8970,54,3,1,3083.00
LN1000162,Kavita Begum,6958970168,Tamil Nadu,Salem,RURAL,JLG,2023-11-09,18,18,30000.00,25000.00,5000.00,900.00,2267.00,2267.00,3,2024-03-01,2267.00,25,0-30,Active,23522,13828,0.6843,25,1,1,2335.00
LN1000163,Mamta Roy,8159998137,Maharashtra,Solapur,RURAL,Individual Loan,2023-06-06,36,36,40000.00,35556.00,4444.00,800.00,1911.00,9555.00,4,2023-10-16,1911.00,148,91-180,NPA,49204,40049,0.8528,43,5,0,0.00
LN1000164,Rekha Sharma,7690504357,Rajasthan,Ajmer,URBAN,Individual Loan,2023-04-30,18,18,75000.00,37500.00,37500.00,6750.00,5667.00,11334.00,9,2024-02-01,5667.00,52,31-60,Active,52610,26260,0.6069,25,2,1,5299.00
LN1000165,Santosh Mahto,6588471862,Maharashtra,Aurangabad,RURAL,Individual Loan,2023-11-05,18,18,75000.00,62500.00,12500.00,2250.00,5667.00,5667.00,3,2024-02-28,5667.00,11,0-30,Active,55736,41499,0.8462,49,2,1,9049.00
LN1000166,Rani Verma,6498109196,Tamil Nadu,Tiruchirappalli,RURAL,Agriculture Allied,2021-05-07,36,36,50000.00,2778.00,47222.00,8500.00,2389.00,2389.00,34,2024-02-27,2389.00,28,0-30,Active,30975,24929,0.8819,45,3,0,0.00
LN1000167,Rani Patel,7501662815,Maharashtra,Pune,RURAL,JLG,2022-10-31,36,36,50000.00,27778.00,22222.00,4000.00,2389.00,2389.00,16,2024-03-10,2389.00,16,0-30,Active,50115,31775,0.6817,58,1,0,0.00
LN1000168,Rekha Das,7338848201,Bihar,Purnia,URBAN,Agriculture Allied,2022-10-31,24,24,25000.00,8333.00,16667.00,3000.00,1542.00,1542.00,16,2024-03-17,1542.00,9,0-30,Active,17857,9407,0.6131,56,1,1,1542.00
LN1000169,Sarita Mondal,8214913650,Tamil Nadu,Thanjavur,URBAN,Individual Loan,2023-02-14,12,12,60000.00,45000.00,15000.00,2700.00,6200.00,55800.00,3,2023-06-27,6200.00,254,181-360,Write-Off,45473,20162,0.5797,51,1,0,0.00
LN1000170,Sita Kumari,9267322408,Tamil Nadu,Tirunelveli,RURAL,JLG,2022-04-21,24,24,75000.00,12500.00,62500.00,11250.00,4625.00,13875.00,20,2023-12-28,4625.00,69,61-90,Active,52266,27960,0.6234,34,5,1,7634.00
LN1000171,Rajesh Kaur,9999999999,Uttar Pradesh,Prayagraj,URBAN,Micro-Enterprise,2023-09-24,12,12,75000.00,43750.00,31250.00,5625.00,7750.00,7750.00,5,2024-03-05,7750.00,16,0-30,Active,54955,34485,0.7685,30,5,1,7750.00
LN1000172,Rajesh Yadav,9838627712,Odisha,Khordha,RURAL,Micro-Enterprise,2023-12-26,12,12,100000.00,83333.00,16667.00,3000.00,10333.00,10333.00,2,2024-02-21,10333.00,30,0-30,Active,23045,14542,1.0794,29,5,0,0.00
LN1000173,Sarita Tiwari,7989984746,Tamil Nadu,Madurai,RURAL,Individual Loan,2023-01-28,36,36,50000.00,31944.00,18056.00,3250.00,2389.00,2389.00,13,2024-02-25,2389.00,16,0-30,Active,37388,19598,0.5881,40,2,1,2389.00
LN1000174,Shanti Begum,9706364702,Tamil Nadu,Tiruchirappalli,RURAL,JLG,2023-08-19,18,18,60000.00,40000.00,20000.00,3600.00,4533.00,4533.00,6,2024-02-13,4533.00,25,0-30,Active,55513,45566,0.9025,51,4,1,4533.00
LN1000175,Urmila Kumari,7758297453,Rajasthan,Jaipur,URBAN,Agriculture Allied,2023-07-28,12,12,50000.00,20833.00,29167.00,5250.00,5167.00,5167.00,7,2024-02-18,5167.00,27,0-30,Active,63636,38771,0.6905,56,4,1,5167.00
LN1000176,Meena Sharma,6269193546,Rajasthan,Ajmer,RURAL,Agriculture Allied,2021-10-15,36,36,30000.00,8333.00,21667.00,3900.00,1433.00,4299.00,26,2023-12-24,1433.00,88,61-90,Active,34782,20682,0.6358,25,3,1,1433.00
LN1000177,Lalita Das,8435145669,Maharashtra,Amravati,URBAN,Micro-Enterprise,2022-11-28,36,36,40000.00,24444.00,15556.00,2800.00,1911.00,3822.00,14,2024-02-11,1911.00,32,31-60,Active,33679,22828,0.7346,33,4,1,1911.00
LN1000178,Santosh Begum,8443137804,West Bengal,Hooghly,RURAL,JLG,2023-03-23,24,24,40000.00,26667.00,13333.00,2400.00,2467.00,9868.00,8,2023-11-24,2467.00,113,91-180,Active,52445,32534,0.6674,30,3,1,2467.00
LN1000179,Suresh Yadav,8648837023,Tamil Nadu,Madurai,RURAL,Agriculture Allied,2021-11-27,36,36,100000.00,30556.00,69444.00,12500.00,4778.00,14334.00,25,2024-01-11,4778.00,74,61-90,Active,24071,10659,0.6413,38,5,1,4778.00
LN1000180,Anita Devi,7897133504,Bihar,Gaya,RURAL,Agriculture Allied,2023-08-01,12,12,75000.00,37500.00,37500.00,6750.00,7750.00,15500.00,6,2024-01-22,7750.00,57,31-60,Active,,,,46,4,1,7750.00
LN1000181,Sunita Kaur,9104974846,Maharashtra,Solapur,RURAL,Individual Loan,2021-11-23,36,36,40000.00,25556.00,14444.00,2600.00,1911.00,28665.00,13,2023-01-03,1911.00,430,360+,Write-Off,18938,14224,0.8520,30,4,0,0.00
LN1000182,Sangeeta Gupta,6159096497,West Bengal,Malda,RURAL,Individual Loan,2022-03-02,24,24,25000.00,1042.00,23958.00,4312.00,1542.00,1542.00,23,2024-03-06,1542.00,11,0-30,Active,63387,25776,0.4310,48,4,1,1135.00
LN1000183,Kavita Pandey,9201694967,Maharashtra,Pune,RURAL,JLG,2021-07-09,36,36,100000.00,16667.00,83333.00,15000.00,4778.00,14334.00,30,2024-01-06,4778.00,72,61-90,Active,22600,17523,0.9868,56,5,0,0.00
LN1000184,Radha Gupta,6218008429,Madhya Pradesh,Indore,RURAL,Micro-Enterprise,2023-01-03,18,18,60000.00,50000.00,10000.00,1800.00,4533.00,54396.00,3,2023-04-04,4533.00,353,181-360,Active,34653,28037,0.9399,32,5,1,4533.00
LN1000185,Manoj Begum,6290284489,Tamil Nadu,Madurai,RURAL,Micro-Enterprise,2023-04-04,18,18,50000.00,30556.00,19444.00,3500.00,3778.00,18890.00,7,2023-11-04,3778.00,138,91-180,NPA,59011,27513,0.5303,26,1,0,0.00
LN1000186,Aarti Kaur,9607662371,Rajasthan,Udaipur,RURAL,Micro-Enterprise,2023-10-16,12,12,60000.00,40000.00,20000.00,3600.00,6200.00,6200.00,4,2024-03-25,6200.00,1,0-30,Active,40085,19435,0.6395,38,4,1,2074.00
LN1000187,Manoj Paswan,8735149444,West Bengal,Hooghly,RURAL,Individual Loan,2023-06-18,12,12,30000.00,20000.00,10000.00,1800.00,3100.00,15500.00,4,2023-10-25,3100.00,138,91-180,Active,41504,19178,0.5368,22,4,1,3100.00
LN1000188,Dinesh Manjhi,8701143220,Maharashtra,Pune,RURAL,Micro-Enterprise,2022-08-18,18,18,25000.00,22222.00,2778.00,500.00,1889.00,30224.00,2,2022-11-25,1889.00,470,360+,Active,25672,17781,0.7662,37,1,0,0.00
LN1000189,Anita Devi,6105769780,Madhya Pradesh,Bhopal,RURAL,Micro-Enterprise,2023-02-19,12,12,25000.00,6250.00,18750.00,3375.00,2583.00,7749.00,9,2024-01-11,2583.00,68,61-90,Active,20216,10746,0.6593,57,3,0,0.00
LN1000190,Sangeeta Mahto,8659070490,Bihar,Darbhanga,RURAL,Micro-Enterprise,2023-08-14,24,24,50000.00,39583.00,10417.00,1875.00,3083.00,6166.00,5,2024-02-01,3083.00,48,31-60,Active,16128,11380,0.8968,34,1,0,0.00
LN1000191,Aarti Mahto,6678728309,Rajasthan,Jaipur,RURAL,JLG,2021-10-06,36,36,60000.00,11667.00,48333.00,8700.00,2867.00,2867.00,29,2024-03-06,2867.00,2,0-30,Active,19135,9461,0.6443,55,2,1,2867.00
LN1000192,Santosh Tiwari,8432001113,Maharashtra,Aurangabad,URBAN,Agriculture Allied,2022-12-01,18,18,100000.00,16667.00,83333.00,15000.00,7556.00,7556.00,15,2024-03-05,7556.00,18,0-30,Active,26017,16517,0.9253,31,1,1,7556.00
LN1000193,Mamta Bai,6754860130,West Bengal,South 24 Parganas,URBAN,Individual Loan,2023-10-23,12,12,30000.00,30000.00,0.00,0.00,3100.00,40300.00,0,2023-03-19,3100.00,364,360+,NPA,27715,23340,0.9540,57,2,0,0.00
LN1000194,Sunil Yadav,9183582762,Odisha,Puri,RURAL,JLG,2022-08-12,18,18,60000.00,3333.00,56667.00,10200.00,4533.00,4533.00,17,2024-03-11,4533.00,12,0-30,Active,56525,40397,0.7949,27,4,1,2898.00
LN1000195,Lalita Yadav,8787247239,Maharashtra,Aurangabad,RURAL,Individual Loan,2023-11-26,24,24,30000.00,26250.00,3750.00,675.00,1850.00,1850.00,3,2024-02-27,1850.00,17,0-30,Active,43674,24646,0.6067,54,3,1,1850.00
LN1000196,Mamta Roy,7855325363,Bihar,Muzaffarpur,RURAL,JLG,2023-03-22,18,18,50000.00,19444.00,30556.00,5500.00,3778.00,3778.00,11,2024-02-17,3778.00,27,0-30,Active,28946,20981,0.8554,58,1,1,4695.00
LN1000197,Dinesh Mondal,7448969380,Maharashtra,Nashik,URBAN,Micro-Enterprise,2022-12-28,24,24,100000.00,41667.00,58333.00,10500.00,6167.00,6167.00,14,2024-03-14,6167.00,5,0-30,Active,56651,33942,0.7080,53,4,1,12279.00
LN1000198,Pooja Khatun,6347742073,Bihar,Darbhanga,RURAL,JLG,2022-12-10,18,18,100000.00,22222.00,77778.00,14000.00,7556.00,7556.00,14,2024-03-14,7556.00,10,0-30,Active,47144,34112,0.8838,49,5,0,0.00
LN1000199,Kiran Das,9759931623,Maharashtra,Amravati,RURAL,Individual Loan,2023-06-27,36,36,60000.00,51667.00,8333.00,1500.00,2867.00,11468.00,5,2023-11-18,2867.00,111,91-180,NPA,40481,17020,0.4913,42,5,1,2867.00
LN1000200,Manoj Roy,7992789781,Tamil Nadu,Salem,URBAN,Agriculture Allied,2022-01-08,36,36,25000.00,6944.00,18056.00,3250.00,1194.00,1194.00,26,2024-03-17,1194.00,9,0-30,Active,30294,21673,0.7548,42,5,1,1468.00
LN1000201,Sunita Khatun,6301632440,Bihar,Gaya,RURAL,Individual Loan,2023-04-16,12,12,60000.00,10000.00,50000.00,9000.00,6200.00,6200.00,10,2024-03-08,6200.00,16,0-30,Active,31172,21562,0.8906,56,1,1,8396.00
LN1000202,Shanti Paswan,8604472516,Rajasthan,Udaipur,URBAN,JLG,2023-10-09,36,36,75000.00,72917.00,2083.00,375.00,3583.00,14332.00,1,2023-11-27,3583.00,118,91-180,Active,25745,17420,0.8158,38,5,0,0.00
LN1000203,Urmila Singh,7498693051,Madhya Pradesh,Indore,RURAL,JLG,2023-04-29,12,12,25000.00,12500.00,12500.00,2250.00,2583.00,12915.00,6,2023-10-18,2583.00,150,91-180,NPA,18910,13998,0.8768,58,1,0,0.00
LN1000204,Manoj Roy,6170489433,Uttar Pradesh,Varanasi,RURAL,JLG,2023-08-21,36,36,25000.00,22917.00,2083.00,375.00,1194.00,4776.00,3,2023-12-13,1194.00,98,91-180,Active,33637,20874,0.6561,35,2,0,0.00
LN1000205,Sarita Patel,7953847142,Uttar Pradesh,Azamgarh,RURAL,Micro-Enterprise,2022-03-14,36,36,75000.00,27083.00,47917.00,8625.00,3583.00,3583.00,23,2024-02-28,3583.00,27,0-30,Active,28650,23043,0.9294,51,4,1,3583.00
LN1000206,Kiran Mondal,7770663205,Tamil Nadu,Tirunelveli,RURAL,Agriculture Allied,2023-09-03,24,24,40000.00,40000.00,0.00,0.00,2467.00,32071.00,0,2023-03-18,2467.00,364,360+,Active,41631,33548,0.8651,46,3,0,0.00
LN1000207,Manoj Kumari,6933831543,Tamil Nadu,Madurai,RURAL,Micro-Enterprise,2022-09-15,18,18,25000.00,1389.00,23611.00,4250.00,1889.00,1889.00,17,2024-03-09,1889.00,6,0-30,Active,17315,9278,0.6449,57,2,1,1889.00
